symbol,expiryDate,strikePrice,underlying,CE_OI,CE_CHGOI,CE_IV,CE_LTP,CE_BIDQTY,CE_BID,CE_ASK,CE_ASKQTY,PE_OI,PE_CHGOI,PE_IV,PE_LTP,PE_BIDQTY,PE_BID,PE_ASK,PE_ASKQTY
NIFTY,02-Dec-2025,23750,26041.4,9,0,0,0,75,2292.15,2308,150,23934,-12045,56.07,0.2,397125,0.15,0.2,434025
NIFTY,02-Dec-2025,23800,26041.4,10,0,0,2259.5,75,2245.05,2257.2,75,14342,-9213,56.19,0.25,407100,0.2,0.25,349650
NIFTY,02-Dec-2025,23850,26041.4,2,0,0,0,75,2193,2208,75,1477,395,56.03,0.2,54150,0.2,0.25,21675
NIFTY,02-Dec-2025,23900,26041.4,12,0,0,0,300,2141.2,2158,150,2438,-3976,53.8,0.2,203550,0.15,0.2,79725
NIFTY,02-Dec-2025,23950,26041.4,2,0,0,0,750,2021.95,2107.2,75,796,-160,53.6,0.2,26850,0.15,0.25,825
NIFTY,02-Dec-2025,24000,26041.4,218,-474,69.63,2070.25,75,2050.25,2057.4,75,15689,-8251,51.41,0.2,1427400,0.15,0.2,439425
NIFTY,02-Dec-2025,24050,26041.4,2,0,0,0,75,1995.15,2006.65,75,1064,-209,51.17,0.2,41775,0.15,0.2,10125
NIFTY,02-Dec-2025,24100,26041.4,3,0,0,0,75,1944.75,1957,75,1613,-1447,49.03,0.2,43800,0.15,0.2,29175
NIFTY,02-Dec-2025,24150,26041.4,2,0,0,0,75,1894.8,1907,150,754,-146,47.83,0.2,21450,0.15,0.2,5850
NIFTY,02-Dec-2025,24200,26041.4,3,0,0,0,75,1844.8,1857,75,2657,-149,46.64,0.15,208275,0.1,0.15,38700
NIFTY,02-Dec-2025,24250,26041.4,6,-7,96.43,1860,75,1800.65,1815.5,75,1482,-415,46.33,0.2,36600,0.15,0.2,25125
NIFTY,02-Dec-2025,24300,26041.4,10,-1,0,1757.85,75,1750.5,1757.45,75,2252,-1407,44.26,0.2,167550,0.15,0.2,33525
NIFTY,02-Dec-2025,24350,26041.4,8,-2,0,1704,75,1701.45,1709.15,75,1668,-56,43.07,0.2,39450,0.15,0.2,16800
NIFTY,02-Dec-2025,24400,26041.4,17,-6,0,1644,150,1651.5,1665.8,150,2416,-374,41.88,0.25,42225,0.2,0.25,29400
NIFTY,02-Dec-2025,24450,26041.4,8,-6,0,1605,75,1597.2,1608.35,75,1849,230,41.49,0.25,39525,0.2,0.25,23475
NIFTY,02-Dec-2025,24500,26041.4,94,-78,0,1550,75,1551.1,1558.75,150,32904,-694,38.55,0.15,1637550,0.1,0.15,816900
NIFTY,02-Dec-2025,24550,26041.4,3,-3,0,1502.3,75,1497.95,1508.95,75,3302,232,38.3,0.2,117450,0.15,0.2,54300
NIFTY,02-Dec-2025,24600,26041.4,24,-11,0,1446,75,1450.9,1458.7,75,14259,-3142,36.21,0.2,501150,0.15,0.2,240225
NIFTY,02-Dec-2025,24650,26041.4,3,-5,0,1405,75,1399.95,1408.65,75,5216,786,35.92,0.25,80700,0.2,0.25,85500
NIFTY,02-Dec-2025,24700,26041.4,26,-2,0,1360,75,1349.05,1356,75,19713,1574,34.73,0.2,349800,0.2,0.25,391500
NIFTY,02-Dec-2025,24750,26041.4,4,0,57.54,1330.05,75,1299.55,1308.15,75,11185,7229,34.21,0.2,421425,0.2,0.25,162150
NIFTY,02-Dec-2025,24800,26041.4,109,-18,0,1252.05,75,1251.6,1264.5,75,18075,-3736,32.34,0.2,387075,0.2,0.25,212025
NIFTY,02-Dec-2025,24850,26041.4,5,-1,0,1200,75,1199.4,1211.5,75,5239,815,31.14,0.2,114825,0.2,0.25,74700
NIFTY,02-Dec-2025,24900,26041.4,70,-14,42.93,1171.2,75,1151.05,1158.8,375,11329,-1905,29.95,0.2,593850,0.2,0.25,151200
NIFTY,02-Dec-2025,24950,26041.4,8,-1,0,1097.25,75,1101.95,1109.6,75,9332,3817,29.34,0.2,257250,0.2,0.25,207000
NIFTY,02-Dec-2025,25000,26041.4,486,-201,38.05,1053,75,1053.15,1055.75,75,83366,-3449,28.12,0.2,3005475,0.15,0.2,1317150
NIFTY,02-Dec-2025,25050,26041.4,6,-1,0,1014,300,1001,1006.85,300,19326,10425,27.37,0.2,524400,0.2,0.25,424275
NIFTY,02-Dec-2025,25100,26041.4,276,-27,0,956.2,75,953.45,956.7,300,34231,9487,25.14,0.2,1031625,0.2,0.25,623250
