symbol,expiryDate,strikePrice,underlying,CE_OI,CE_CHGOI,CE_IV,CE_LTP,CE_BIDQTY,CE_BID,CE_ASK,CE_ASKQTY,PE_OI,PE_CHGOI,PE_IV,PE_LTP,PE_BIDQTY,PE_BID,PE_ASK,PE_ASKQTY
NIFTY,02-Dec-2025,23750,25960.4,2,0,0,0,750,2270.45,2323.8,750,453,198,21.04,3.55,225,3.5,3.55,675
NIFTY,02-Dec-2025,23800,25960.4,1,0,0,0,750,2210.7,2272.25,900,644,16,20.73,3.7,1875,3.6,3.85,525
NIFTY,02-Dec-2025,23850,25960.4,0,0,0,0,750,2171.85,2223.65,900,26,4,20.12,3.45,1425,3.15,4.15,150
NIFTY,02-Dec-2025,23900,25960.4,1,0,0,0,750,2122.65,2172.95,750,88,30,20.12,3.85,1875,3.85,3.95,375
NIFTY,02-Dec-2025,23950,25960.4,0,0,0,0,750,2068.4,2124.2,750,0,0,0,0,150,3.05,5.45,75
NIFTY,02-Dec-2025,24000,25960.4,111,2,0,2015,75,2039.85,2056.25,75,2255,483,19.38,4.1,825,4.1,4.2,1650
NIFTY,02-Dec-2025,24050,25960.4,0,0,0,0,750,1977.45,2021.6,750,206,38,19.04,4.35,150,4.1,4.4,600
NIFTY,02-Dec-2025,24100,25960.4,1,0,0,0,750,1911.9,1970.55,750,580,191,18.83,4.6,1800,4.4,4.6,675
NIFTY,02-Dec-2025,24150,25960.4,1,0,0,0,750,1871.7,1921.85,750,1,0,0,0,225,4.4,6.05,975
NIFTY,02-Dec-2025,24200,25960.4,1,0,0,0,750,1818.3,1873.75,750,722,414,18.11,4.9,225,4.85,5,975
NIFTY,02-Dec-2025,24250,25960.4,1,0,0,0,75,1775.1,1822.8,75,97,81,17.91,5.15,150,5.15,5.3,375
NIFTY,02-Dec-2025,24300,25960.4,2,0,0,0,750,1734.4,1760.2,75,982,515,17.51,5.45,300,5.4,5.45,825
NIFTY,02-Dec-2025,24350,25960.4,0,0,0,0,750,1683.2,1710.7,75,16,0,0,0,150,5.6,7.05,1500
NIFTY,02-Dec-2025,24400,25960.4,1,0,0,0,750,1638.35,1660.9,150,516,236,16.84,6,150,6,6.05,150
NIFTY,02-Dec-2025,24450,25960.4,0,0,0,0,150,1587.6,1611.4,75,20,0,0,0,75,5.85,7.95,900
NIFTY,02-Dec-2025,24500,25960.4,5,0,0,0,75,1540.95,1569.45,150,3711,1069,16.24,6.7,1575,6.65,6.7,150
NIFTY,02-Dec-2025,24550,25960.4,0,0,0,0,150,1486.1,1512.25,150,100,76,16.07,7.7,900,7.05,7.45,1500
NIFTY,02-Dec-2025,24600,25960.4,1,0,0,0,750,1439,1463.05,75,1639,820,15.71,7.65,1050,7.65,7.75,1200
NIFTY,02-Dec-2025,24650,25960.4,0,0,0,0,750,1387.2,1413.8,75,112,49,15.42,8.55,150,8.1,8.3,150
NIFTY,02-Dec-2025,24700,25960.4,4,0,0,0,75,1339.4,1360.2,75,1412,416,15.09,8.7,1050,8.65,8.75,750
NIFTY,02-Dec-2025,24750,25960.4,0,0,0,0,750,1288.5,1315.35,75,171,76,14.86,9.65,525,9.4,9.6,1425
NIFTY,02-Dec-2025,24800,25960.4,3,0,0,1182,75,1245.6,1266.05,75,3027,1096,14.52,10.1,825,10.05,10.1,750
NIFTY,02-Dec-2025,24850,25960.4,1,0,0,0,750,1192.95,1216.95,75,234,139,14.27,11.3,375,11.05,11.2,525
NIFTY,02-Dec-2025,24900,25960.4,25,0,0,0,150,1145.9,1168.35,225,1863,490,13.98,12.1,525,12.05,12.1,75
NIFTY,02-Dec-2025,24950,25960.4,0,0,0,0,750,1093.35,1119.7,75,609,316,13.77,13.4,75,13.4,13.5,300
NIFTY,02-Dec-2025,25000,25960.4,388,26,11.21,1049.8,150,1059.1,1065.2,75,6416,1415,13.54,14.85,1275,14.7,14.8,675
NIFTY,02-Dec-2025,25050,25960.4,1,0,0,0,150,998.45,1031.55,225,266,49,13.31,16.45,150,16.35,16.55,150
NIFTY,02-Dec-2025,25100,25960.4,139,5,11.01,936.8,75,959.15,968.7,75,2013,371,13.09,18.35,900,18.4,18.5,525
NIFTY,02-Dec-2025,25150,25960.4,8,0,0,845.3,75,913.65,927.4,75,444,47,12.89,20.6,150,20.45,20.6,225
NIFTY,02-Dec-2025,25200,25960.4,202,10,8.7,829.1,75,867.25,874.3,75,4413,691,12.71,23.3,750,23.4,23.5,525
NIFTY,02-Dec-2025,25250,25960.4,6,0,0,0,75,803,833.6,75,710,249,12.53,26.45,75,26.25,26.4,375
NIFTY,02-Dec-2025,25300,25960.4,221,68,11,773,75,775.7,778.8,75,4667,1380,12.36,30,525,30,30.1,450
NIFTY,02-Dec-2025,25350,25960.4,32,0,0,0,75,719.9,741.95,75,920,207,12.23,34.35,150,34.4,34.55,150
NIFTY,02-Dec-2025,25400,25960.4,226,17,11.42,684.95,75,686.05,689.65,75,5044,530,12.07,39.25,750,39.1,39.25,300
NIFTY,02-Dec-2025,25450,25960.4,24,0,0,0,150,631.1,652.1,75,739,189,11.93,44.95,150,44.85,45,225
NIFTY,02-Dec-2025,25500,25960.4,1601,53,11.23,601,75,599.2,601.8,75,5944,1647,11.86,51.45,525,51.5,51.7,375
NIFTY,02-Dec-2025,25550,25960.4,49,0,7.83,494.05,150,556.95,562.65,75,554,85,11.71,58.95,150,58.95,59.1,75
NIFTY,02-Dec-2025,25600,25960.4,853,21,11.15,519.95,75,517.1,519.65,75,3787,681,11.64,67.5,150,67.45,67.65,225
NIFTY,02-Dec-2025,25650,25960.4,80,18,11.01,478.45,75,476.05,478.45,75,767,275,11.55,77.15,375,77.25,77.45,150
NIFTY,02-Dec-2025,25700,25960.4,999,167,10.93,440.6,75,438.3,439.95,375,4620,1811,11.43,88.25,300,88.15,88.4,450
NIFTY,02-Dec-2025,25750,25960.4,355,144,10.87,400.8,150,400.1,401.75,75,1043,290,11.36,101,75,100.45,100.75,300
NIFTY,02-Dec-2025,25800,25960.4,2604,576,10.75,365,75,364.2,365.35,150,5348,1585,11.25,114.45,450,114.5,114.85,300
NIFTY,02-Dec-2025,25850,25960.4,957,334,10.71,331.85,75,330.55,331.95,600,1701,948,11.15,130.1,450,129.9,130.35,300
NIFTY,02-Dec-2025,25900,25960.4,5871,1973,10.68,299.4,3000,298.5,299.1,375,9417,4664,11.12,147.75,300,147.7,148,225
NIFTY,02-Dec-2025,25950,25960.4,2238,799,10.66,268.4,75,267.6,268.15,375,1667,743,11.03,166.3,375,166.45,166.8,525
NIFTY,02-Dec-2025,26000,25960.4,15134,3030,10.56,238.35,300,238.3,238.9,300,11400,2714,10.95,187.55,150,187.15,187.55,225
NIFTY,02-Dec-2025,26050,25960.4,1097,284,10.5,210.3,150,210.3,210.85,150,749,134,10.92,209.45,300,209.5,210.3,300
NIFTY,02-Dec-2025,26100,25960.4,6627,1289,10.42,186.35,225,186.05,186.5,675,4775,1316,10.9,234.5,150,233.75,234.35,300
NIFTY,02-Dec-2025,26150,25960.4,1319,771,10.38,162,225,161.45,161.95,300,642,87,10.77,260.35,75,260.55,261.35,225
NIFTY,02-Dec-2025,26200,25960.4,7643,2838,10.39,141.95,375,141.65,142,675,2138,772,10.73,289.85,375,289,289.85,225
NIFTY,02-Dec-2025,26250,25960.4,958,434,10.34,122.6,225,122.1,122.45,450,112,41,11.16,323.4,150,319.8,320.75,75
NIFTY,02-Dec-2025,26300,25960.4,8300,2157,10.29,105.2,150,105.05,105.3,150,558,154,10.83,353.05,150,352.15,353.5,150
NIFTY,02-Dec-2025,26350,25960.4,1363,471,10.21,89,150,88.65,88.9,75,74,22,10.89,388.5,150,386.2,388,225
NIFTY,02-Dec-2025,26400,25960.4,3123,440,10.21,76.25,225,75.85,76.1,150,261,66,10.81,423.85,150,422.6,424.25,75
NIFTY,02-Dec-2025,26450,25960.4,855,357,10.2,63.45,450,63.45,63.65,75,23,11,10.88,461.5,600,460,462,225
NIFTY,02-Dec-2025,26500,25960.4,8565,646,10.22,53.95,75,53.7,53.8,75,790,126,10.95,500,150,499.25,501.7,75
NIFTY,02-Dec-2025,26550,25960.4,1297,504,10.17,45,750,44.6,44.75,225,3,0,0,0,75,529.55,558,150
NIFTY,02-Dec-2025,26600,25960.4,3224,712,10.18,37.35,225,37.1,37.2,225,21,4,13.71,586,300,582,584.95,75
NIFTY,02-Dec-2025,26650,25960.4,939,123,10.23,31,450,30.7,30.85,150,3,0,0,0,75,614.45,639.2,75
NIFTY,02-Dec-2025,26700,25960.4,3245,482,10.26,25.3,225,25.15,25.3,375,1,0,13.79,672,300,671,674,225
NIFTY,02-Dec-2025,26750,25960.4,1201,206,10.3,20.75,300,20.75,20.85,600,0,0,0,0,75,707.9,730.6,75
NIFTY,02-Dec-2025,26800,25960.4,4252,1203,10.35,17.3,675,17.25,17.35,1725,10,0,0,0,300,762,766,225
NIFTY,02-Dec-2025,26850,25960.4,529,114,10.46,14.5,150,14.4,14.55,150,0,0,0,0,75,799.85,824.85,75
NIFTY,02-Dec-2025,26900,25960.4,2769,546,10.51,11.95,1050,11.9,12,825,0,0,0,0,75,850.8,878.15,750
NIFTY,02-Dec-2025,26950,25960.4,0,0,0,0,450,9.5,13.5,600,1,0,0,0,75,897.1,919.6,75
NIFTY,02-Dec-2025,27000,25960.4,7079,1019,10.82,8.55,1200,8.5,8.55,975,48,0,0,0,150,942.05,972.4,150
NIFTY,02-Dec-2025,27050,25960.4,197,82,10.98,7.4,450,7.25,7.35,225,2,0,0,0,150,989.35,1024,750
NIFTY,02-Dec-2025,27100,25960.4,1089,356,11.12,6.25,975,6.2,6.25,225,1,0,0,0,75,1043.5,1071.7,750
NIFTY,02-Dec-2025,27150,25960.4,142,29,11.32,5.5,225,5.4,5.55,600,1,0,0,0,300,1091.2,1119,750
NIFTY,02-Dec-2025,27200,25960.4,3010,556,11.49,4.8,1350,4.7,4.75,1125,0,0,0,0,150,1138.75,1168.7,75
NIFTY,02-Dec-2025,27250,25960.4,271,24,11.95,4.3,450,4.25,4.4,600,1,0,18.33,1258.45,75,1187.35,1211,150
NIFTY,02-Dec-2025,27300,25960.4,1255,700,11.98,4,1575,3.9,4,1725,1,0,0,0,225,1240.1,1267.4,75
NIFTY,02-Dec-2025,27350,25960.4,123,23,12.32,3.65,1425,3.5,3.8,150,1,0,0,0,75,1284.3,1317.4,750
NIFTY,02-Dec-2025,27400,25960.4,722,220,12.42,3.1,1500,3.1,3.2,825,1,0,0,0,900,1332.75,1367.05,75
NIFTY,02-Dec-2025,27450,25960.4,121,57,12.68,3,375,2.9,3,600,1,0,0,0,150,1384.7,1417.15,750
NIFTY,02-Dec-2025,27500,25960.4,2889,220,12.9,2.65,3075,2.65,2.7,2775,2,0,0,0,75,1439.25,1461,75
NIFTY,02-Dec-2025,27550,25960.4,281,14,13.3,2.5,75,2.5,2.6,600,0,0,0,0,150,1482.4,1530.8,750
NIFTY,02-Dec-2025,27600,25960.4,518,80,13.35,2.3,675,2.2,2.3,3900,1,0,0,0,75,1531.8,1565.7,75
NIFTY,02-Dec-2025,27650,25960.4,291,39,13.7,2.2,300,2.2,2.25,3450,0,0,25.22,1679.2,150,1582.75,1620.6,750
NIFTY,02-Dec-2025,27700,25960.4,324,31,13.98,2.05,825,2.05,2.15,375,0,0,0,0,150,1634.15,1673.6,750
NIFTY,02-Dec-2025,27750,25960.4,246,56,14.16,1.9,525,1.9,2,3525,0,0,0,0,150,1684.15,1718.05,750
NIFTY,02-Dec-2025,27800,25960.4,951,79,14.42,1.9,300,1.9,1.95,675,0,0,0,0,900,1728.95,1767.2,750
NIFTY,09-Dec-2025,23750,25960.4,1,0,0,0,75,2299.7,2366.45,75,126,11,18.67,6.3,300,5.55,6.95,300
NIFTY,09-Dec-2025,23800,25960.4,1,0,0,0,75,2250.95,2316.5,75,117,0,0,0,150,5.55,8.75,75
NIFTY,09-Dec-2025,23850,25960.4,2,0,0,0,75,2203.3,2268.05,75,1,0,0,0,75,4.55,11.95,75
NIFTY,09-Dec-2025,23900,25960.4,1,0,0,0,75,2154.5,2218.1,75,0,0,0,0,75,4.65,11.75,75
NIFTY,09-Dec-2025,23950,25960.4,1,0,0,0,3450,1781.05,2329.9,1725,0,0,0,0,75,4.05,11.95,75
NIFTY,09-Dec-2025,24000,25960.4,1,0,0,0,75,2056.95,2118.15,75,294,10,17.47,8,600,7.3,8.5,525
NIFTY,09-Dec-2025,24050,25960.4,2,0,0,0,75,2006.95,2066.7,75,0,0,0,0,75,6.55,17.95,75
NIFTY,09-Dec-2025,24100,25960.4,0,0,0,0,75,1959.5,2029.15,75,0,0,0,0,75,6.55,15.35,75
NIFTY,09-Dec-2025,24150,25960.4,1,0,0,0,75,1909.55,1967,75,8,0,0,0,75,6.65,14.95,75
NIFTY,09-Dec-2025,24200,25960.4,0,0,0,0,75,1862.7,1933.15,75,215,1,16.78,10.8,150,9,10.8,75
NIFTY,09-Dec-2025,24250,25960.4,0,0,0,0,75,1813.4,1868.8,75,25,0,0,0,75,8.35,13.75,75
NIFTY,09-Dec-2025,24300,25960.4,0,0,0,0,75,1728,1855.1,75,30,0,16.69,13.75,300,10.05,12.95,75
NIFTY,09-Dec-2025,24350,25960.4,0,0,0,0,75,1714.9,1767.75,75,14,0,0,0,75,9,13.55,75
NIFTY,09-Dec-2025,24400,25960.4,0,0,0,0,75,1666.35,1717.9,75,97,0,15.62,12.55,300,10.7,12.55,225
NIFTY,09-Dec-2025,24450,25960.4,1,0,0,0,75,1617.8,1668.2,75,10,0,0,0,75,10.65,17.4,75
NIFTY,09-Dec-2025,24500,25960.4,1,0,0,0,225,1584,1602,225,818,-1,15.14,13.3,150,13.2,13.5,525
NIFTY,09-Dec-2025,24550,25960.4,1,0,0,0,75,1522.15,1585.7,75,25,12,15.13,14,150,13.5,14.1,525
NIFTY,09-Dec-2025,24600,25960.4,1,0,0,0,75,1473.7,1520.9,75,108,4,14.74,13.8,375,13.2,14.55,150
NIFTY,09-Dec-2025,24650,25960.4,1,0,0,0,75,1424.8,1470.35,75,43,0,14.42,16.35,300,14.95,15.7,525
NIFTY,09-Dec-2025,24700,25960.4,1,0,0,0,75,1377.45,1422.1,75,142,29,14.23,16.4,750,16,16.5,75
NIFTY,09-Dec-2025,24750,25960.4,1,0,0,0,75,1330.1,1373.75,75,37,0,0,18.7,450,18,18.25,525
NIFTY,09-Dec-2025,24800,25960.4,0,0,0,0,75,1280.55,1322.45,75,412,32,13.78,19,450,18.7,19.4,75
NIFTY,09-Dec-2025,24850,25960.4,1,0,0,0,75,1234.9,1276.35,75,73,9,13.87,20.65,150,20.65,21.2,75
NIFTY,09-Dec-2025,24900,25960.4,2,0,0,1113.9,75,1187.35,1226.85,75,336,106,13.35,23,75,22.45,22.85,75
NIFTY,09-Dec-2025,24950,25960.4,2,0,0,0,225,1107.7,1198.8,75,117,6,13.27,25.05,900,24.55,25.55,450
NIFTY,09-Dec-2025,25000,25960.4,26,0,0,1114,75,1110.25,1120.3,75,1946,259,13.02,27,375,27.15,27.35,675
NIFTY,09-Dec-2025,25050,25960.4,2,0,0,0,75,1047.7,1083.15,75,104,0,0,30.9,600,30.1,30.35,150
NIFTY,09-Dec-2025,25100,25960.4,4,0,0,0,75,1000.4,1040.3,300,807,50,12.66,33.4,75,32.7,33.1,75
NIFTY,09-Dec-2025,25150,25960.4,3,0,0,0,300,928,1008.6,75,110,2,12.99,44.4,75,36.7,37.5,75
NIFTY,09-Dec-2025,25200,25960.4,38,0,0,0,75,911.8,940,75,813,37,12.43,41.2,75,40.5,40.95,75
NIFTY,09-Dec-2025,25250,25960.4,2,0,0,0,75,867,904.1,75,133,1,12.5,46.45,75,45.25,45.7,150
NIFTY,09-Dec-2025,25300,25960.4,56,0,0,0,600,816.55,854.2,300,638,-31,12.25,50.95,75,50.1,50.8,75
NIFTY,09-Dec-2025,25350,25960.4,13,0,0,0,75,780.25,812.9,75,128,-2,12.56,58.65,75,56.3,57.25,75
NIFTY,09-Dec-2025,25400,25960.4,30,0,0,0,75,739.5,766.3,75,398,16,12.04,63.15,75,63.1,63.65,75
NIFTY,09-Dec-2025,25450,25960.4,12,0,0,0,75,694.95,719.6,75,125,8,11.91,75,300,70.75,71.25,75
NIFTY,09-Dec-2025,25500,25960.4,149,0,10.43,673.25,75,666.5,669.95,75,1202,61,11.87,79.05,300,79,79.25,525
NIFTY,09-Dec-2025,25550,25960.4,23,0,0,0,75,611.25,641.5,75,300,10,11.82,88.9,75,87.75,88.85,150
NIFTY,09-Dec-2025,25600,25960.4,65,1,9.26,587.05,75,584.85,590.55,75,579,88,11.72,98.9,150,98.55,99.25,75
NIFTY,09-Dec-2025,25650,25960.4,17,0,0,0,150,540.5,557.75,150,383,-4,11.58,110,75,109.45,110.6,225
NIFTY,09-Dec-2025,25700,25960.4,239,58,10.62,506,150,509.5,517.1,75,556,80,11.65,121.95,75,122.2,123.2,75
NIFTY,09-Dec-2025,25750,25960.4,76,1,9.94,476.05,75,474.25,478.65,75,75,-8,12.22,136.1,75,136.15,137.15,75
NIFTY,09-Dec-2025,25800,25960.4,286,34,10.75,439.1,75,439.05,442.45,75,525,96,11.53,150.15,150,150.35,151.35,75
NIFTY,09-Dec-2025,25850,25960.4,85,16,10.65,408.05,75,406.2,408.7,75,162,74,11.43,167.5,75,166.65,168,75
NIFTY,09-Dec-2025,25900,25960.4,626,60,10.69,375.95,525,373.3,374.8,75,851,324,11.39,184.75,75,184.1,184.75,150
NIFTY,09-Dec-2025,25950,25960.4,190,21,10.58,343.45,75,343.05,344.65,75,133,30,11.36,202.2,75,202,203.4,300
NIFTY,09-Dec-2025,26000,25960.4,2012,155,10.55,315,750,313.2,314.5,75,1035,218,11.33,221.35,150,222.05,223.2,600
NIFTY,09-Dec-2025,26050,25960.4,176,33,10.54,286.2,150,284.3,285.85,75,78,4,11.36,244.65,150,243.95,245.4,300
NIFTY,09-Dec-2025,26100,25960.4,568,90,10.4,259,75,258.5,259.3,75,264,4,11.46,268,75,266.05,267.85,75
NIFTY,09-Dec-2025,26150,25960.4,283,12,10.37,235.2,150,232.9,234.55,75,38,-6,11.21,294.4,75,290.95,292.45,150
NIFTY,09-Dec-2025,26200,25960.4,980,82,10.37,210,75,208.85,210.05,225,172,19,11.45,318,75,316.15,319.85,300
NIFTY,09-Dec-2025,26250,25960.4,161,28,10.28,188.95,75,187.25,188.3,75,8,0,11.91,348.75,75,344.3,346.15,150
NIFTY,09-Dec-2025,26300,25960.4,756,159,10.17,166.95,75,165.65,166.45,75,94,10,11.42,375.05,75,372.65,376.75,75
NIFTY,09-Dec-2025,26350,25960.4,129,18,10.29,147.15,450,147.15,148.65,150,2,0,13.15,474.45,75,400.4,407.65,75
NIFTY,09-Dec-2025,26400,25960.4,410,-7,10.17,130.4,75,129.7,130.3,75,6,-4,11.04,437.55,75,435.05,438.4,75
NIFTY,09-Dec-2025,26450,25960.4,78,13,10.14,113,150,113.5,114.6,75,4,-1,11.5,504.4,75,465.9,473.4,75
NIFTY,09-Dec-2025,26500,25960.4,2283,91,10.08,100,375,99.5,100.2,450,117,0,0,506.8,300,506,508.45,75
NIFTY,09-Dec-2025,26550,25960.4,43,13,10.06,87.1,75,86,86.95,75,0,0,0,0,75,519.3,559.95,450
NIFTY,09-Dec-2025,26600,25960.4,666,123,9.97,74.9,150,74.05,74.85,75,4,0,12.09,626.05,150,569.35,583.2,75
