symbol,expiryDate,strikePrice,underlying,CE_OI,CE_CHGOI,CE_IV,CE_LTP,CE_BIDQTY,CE_BID,CE_ASK,CE_ASKQTY,PE_OI,PE_CHGOI,PE_IV,PE_LTP,PE_BIDQTY,PE_BID,PE_ASK,PE_ASKQTY
NIFTY,02-Dec-2025,23750,25877,0,0,0,0,75,2215.45,2299.35,75,91,0,19.38,8.15,300,7.55,8.6,825
NIFTY,02-Dec-2025,23800,25877,0,0,0,0,75,2166.95,2228.95,75,380,6,19.29,8.85,600,8,9.25,450
NIFTY,02-Dec-2025,23850,25877,0,0,0,0,75,2098.4,2179.25,75,15,0,0,0,150,6.5,13.4,75
NIFTY,02-Dec-2025,23900,25877,0,0,0,0,75,2050.4,2149,75,0,0,0,0,600,8.65,10.25,600
NIFTY,02-Dec-2025,23950,25877,0,0,0,0,75,2021.8,2099.15,75,0,0,0,0,75,7.65,14.35,75
NIFTY,02-Dec-2025,24000,25877,0,0,0,0,75,1973.45,2049.95,75,618,2,18.12,10.1,75,10.05,10.4,75
NIFTY,02-Dec-2025,24050,25877,0,0,0,0,75,1906.45,2000.05,75,123,0,0,0,900,9.35,13.2,900
NIFTY,02-Dec-2025,24100,25877,0,0,0,0,75,1858.5,1950.25,75,217,0,0,0,300,10.05,11.5,600
NIFTY,02-Dec-2025,24150,25877,0,0,0,0,75,1810.6,1900.45,75,0,0,0,0,75,9.75,16.6,900
NIFTY,02-Dec-2025,24200,25877,0,0,0,0,75,1762.6,1850.65,75,120,13,17.06,12.15,600,11.35,12,75
NIFTY,02-Dec-2025,24250,25877,1,0,0,0,75,1714.85,1800.95,75,2,0,0,0,75,11,14.95,900
NIFTY,02-Dec-2025,24300,25877,0,0,0,0,75,1683.75,1751.2,75,202,5,16.44,13,75,12.8,13.9,75
NIFTY,02-Dec-2025,24350,25877,1,0,0,0,75,1635.95,1701.55,75,0,0,0,0,900,11.15,27.95,900
NIFTY,02-Dec-2025,24400,25877,0,0,0,0,75,1587.45,1651.9,75,159,-5,15.98,14.7,150,13.8,14.95,150
NIFTY,02-Dec-2025,24450,25877,0,0,0,0,75,1539.4,1601.7,75,16,0,0,16,150,14.85,16.05,150
NIFTY,02-Dec-2025,24500,25877,1,0,0,0,225,1516,1534,225,756,29,15.36,16,75,16,16.25,225
NIFTY,02-Dec-2025,24550,25877,0,0,0,0,75,1443.55,1503.45,75,1,0,0,0,900,13.1,21.4,900
NIFTY,02-Dec-2025,24600,25877,0,0,0,0,75,1395.65,1453.5,75,331,-27,15,18.65,75,17.75,18.45,150
NIFTY,02-Dec-2025,24650,25877,0,0,0,0,75,1347.55,1404.3,75,57,0,0,0,150,18.15,19.8,150
NIFTY,02-Dec-2025,24700,25877,0,0,0,0,75,1299,1355.45,75,410,-10,14.58,21.8,300,20.5,21.6,750
NIFTY,02-Dec-2025,24750,25877,0,0,0,0,75,1251.15,1306.4,75,70,0,0,0,150,20.85,23.75,900
NIFTY,02-Dec-2025,24800,25877,0,0,0,0,75,1203.4,1257.65,75,795,90,13.98,24.05,75,22.9,23.6,525
NIFTY,02-Dec-2025,24850,25877,0,0,0,0,75,1171.35,1209.35,75,91,0,13.77,26,150,25.7,26.5,150
NIFTY,02-Dec-2025,24900,25877,0,0,0,0,75,1124.65,1161.1,75,598,45,13.63,28.8,75,27.1,28.2,300
NIFTY,02-Dec-2025,24950,25877,0,0,0,0,75,1055.05,1113.3,75,105,0,13.34,30.45,150,29.65,31.3,150
NIFTY,02-Dec-2025,25000,25877,6,0,0,0,300,1042,1056,300,2125,-40,13.19,33.3,150,33.15,33.55,225
NIFTY,02-Dec-2025,25050,25877,0,0,0,0,75,985.8,1018.55,75,239,0,13.24,39.35,75,36,37.35,75
NIFTY,02-Dec-2025,25100,25877,115,2,10.58,923.4,75,949.7,960.65,75,478,51,12.82,40.35,75,39,39.7,75
NIFTY,02-Dec-2025,25150,25877,7,0,0,0,150,878.4,924.35,150,59,-2,12.72,45.15,75,43.15,44.7,75
NIFTY,02-Dec-2025,25200,25877,184,0,0,0,675,852.2,871.7,675,936,200,12.44,48.3,75,47.5,48.05,225
NIFTY,02-Dec-2025,25250,25877,11,0,0,0,75,789,834.75,75,96,7,12.28,53.3,75,52.55,53.35,75
NIFTY,02-Dec-2025,25300,25877,115,2,12.3,766.75,300,768.75,777.75,75,573,66,12.3,59.7,75,58.55,59.05,75
NIFTY,02-Dec-2025,25350,25877,28,0,0,0,75,719.45,745.65,75,77,-28,12.01,65.45,75,64.15,65,75
NIFTY,02-Dec-2025,25400,25877,120,0,11.31,670,600,680.65,690.85,75,574,65,11.95,74,75,71.35,72,150
NIFTY,02-Dec-2025,25450,25877,25,0,0,0,75,631.85,655.7,600,113,2,11.77,79.5,75,78.8,79.65,75
NIFTY,02-Dec-2025,25500,25877,553,-1,11.5,594,75,600.45,603.95,75,1289,-8,11.55,87.2,300,87.1,87.6,600
NIFTY,02-Dec-2025,25550,25877,62,0,0,0,225,556.95,570.65,150,175,11,11.52,100,75,96.9,97.95,75
NIFTY,02-Dec-2025,25600,25877,279,29,11.75,524.7,75,523,525.9,75,518,23,11.33,107.55,75,107.65,108.45,225
NIFTY,02-Dec-2025,25650,25877,56,0,11.54,485.15,75,484.25,487.05,75,149,-15,11.29,123.05,75,119.4,120.2,75
NIFTY,02-Dec-2025,25700,25877,544,-1,11.51,450.55,75,449.8,451.45,150,859,71,11.12,133,75,132.25,132.95,75
NIFTY,02-Dec-2025,25750,25877,129,5,11.31,413.55,75,414.25,415.95,75,209,24,11.07,150,75,146.55,147.85,75
NIFTY,02-Dec-2025,25800,25877,823,41,10.96,379.7,75,380.2,381.8,150,822,74,10.91,162.2,225,162.3,163.2,75
NIFTY,02-Dec-2025,25850,25877,123,13,10.91,347.75,75,348.1,349.75,75,201,-6,10.8,179.05,525,179.35,180.3,75
NIFTY,02-Dec-2025,25900,25877,674,49,10.86,313.2,150,316.75,318.15,75,845,-154,10.74,198.2,75,197.35,198.25,75
NIFTY,02-Dec-2025,25950,25877,156,30,10.82,281.75,75,286.2,287.95,75,160,31,10.73,224.05,150,217.75,219.4,75
NIFTY,02-Dec-2025,26000,25877,2042,273,10.69,256.9,150,259.55,260.55,225,994,56,10.55,239.1,525,239.05,240.2,525
NIFTY,02-Dec-2025,26050,25877,243,14,10.75,229.9,75,233.25,234.8,225,103,-5,10.34,264,225,262,263.75,75
NIFTY,02-Dec-2025,26100,25877,896,-27,10.55,206.3,150,207.95,209.25,150,206,-40,10.51,295.9,75,287.7,289.05,75
NIFTY,02-Dec-2025,26150,25877,159,3,10.24,182.7,150,185.55,186.85,75,69,-9,11.17,339.9,150,315.55,317.35,75
NIFTY,02-Dec-2025,26200,25877,1297,107,10.38,163.75,525,164.65,165.65,525,89,-8,10.07,351,300,343.4,345.25,75
NIFTY,02-Dec-2025,26250,25877,123,-2,10.33,147.1,75,146.2,147.3,150,70,0,0,0,300,372.9,380.25,300
NIFTY,02-Dec-2025,26300,25877,1167,81,10.35,129,75,129,129.7,225,118,-21,10.55,411,75,407.5,409,75
NIFTY,02-Dec-2025,26350,25877,181,-5,10.37,111,75,113.05,114.15,225,39,0,0,0,150,435.1,452.95,150
NIFTY,02-Dec-2025,26400,25877,1308,55,10.3,99.5,75,98.95,99.6,600,113,2,9.85,477.85,75,477.05,480.9,75
NIFTY,02-Dec-2025,26450,25877,238,10,10.21,84.9,75,86.5,87.55,75,1,0,0,0,150,504.1,528.55,150
NIFTY,02-Dec-2025,26500,25877,3736,273,10.35,75.75,75,75.9,76.2,75,104,1,11.71,588.15,75,550.2,555.9,75
NIFTY,02-Dec-2025,26550,25877,161,1,10.3,63.9,75,65.35,66.25,75,3,1,10.48,605.6,300,580.75,599.2,75
NIFTY,02-Dec-2025,26600,25877,902,68,10.33,55.45,75,56.7,57.6,75,8,0,11.65,665,150,629.9,637.65,75
NIFTY,02-Dec-2025,26650,25877,107,8,10.02,44,75,48.1,49.65,75,1,0,0,0,75,662.2,690.35,75
NIFTY,02-Dec-2025,26700,25877,2316,99,10.26,42.2,75,42.25,42.6,300,1,0,0,0,75,704.5,748.15,75
