symbol,expiryDate,strikePrice,underlying,CE_OI,CE_CHGOI,CE_IV,CE_LTP,CE_BIDQTY,CE_BID,CE_ASK,CE_ASKQTY,PE_OI,PE_CHGOI,PE_IV,PE_LTP,PE_BIDQTY,PE_BID,PE_ASK,PE_ASKQTY
NIFTY,02-Dec-2025,23750,26012.9,0,0,0,2373.75,1725,2078.65,2580,1725,197,52,0,5.65,900,4.75,6.45,150
NIFTY,02-Dec-2025,23800,26012.9,1,0,0,2305.45,1725,2029.05,2524.4,1725,616,87,0,5.55,75,5.5,6.4,150
NIFTY,02-Dec-2025,23850,26012.9,0,0,0,2255.4,1725,1982.35,2474,1725,12,0,0,5,225,5,11.95,600
NIFTY,02-Dec-2025,23900,26012.9,1,0,0,2206.05,1725,1931.8,2424.25,1725,7,-1,20.86,6.8,300,5.45,7.9,525
NIFTY,02-Dec-2025,23950,26012.9,0,0,0,2156.15,1725,1887.65,2374.45,1725,0,0,0,0,900,5.05,0,0
NIFTY,02-Dec-2025,24000,26012.9,2,0,0,2106.6,150,1802.8,2125.85,150,979,137,20.1,7,900,6.15,7.5,75
NIFTY,02-Dec-2025,24050,26012.9,0,0,0,2057.45,1725,1795.9,2266.4,1725,168,0,0,7.55,900,6.4,14.95,900
NIFTY,02-Dec-2025,24100,26012.9,1,0,0,2017.6,1800,1728.85,2217.6,1725,308,36,19.52,7.65,300,6.8,9.65,600
NIFTY,02-Dec-2025,24150,26012.9,1,0,0,1969.45,1800,1682.25,2163.5,1725,0,0,0,0,900,5.85,0,0
NIFTY,02-Dec-2025,24200,26012.9,1,0,18.62,1919.7,75,1631.75,2106.55,1725,267,25,18.68,7.7,900,6.6,8.5,75
NIFTY,02-Dec-2025,24250,26012.9,1,0,0,1858.35,1725,1594.15,2061.75,1725,10,8,18.43,8.2,75,6.65,14.95,900
NIFTY,02-Dec-2025,24300,26012.9,2,0,19.22,1824.75,1800,1548.95,2018.05,1725,336,9,17.94,8.05,300,7.65,8.05,450
NIFTY,02-Dec-2025,24350,26012.9,0,0,0,1759.75,75,1529.9,1958.65,1725,14,4,17.26,7.35,150,7.35,19.9,900
NIFTY,02-Dec-2025,24400,26012.9,1,0,17.41,1722.05,75,1473.5,1940.1,1725,271,91,17.51,9.4,75,8.3,9.75,75
NIFTY,02-Dec-2025,24450,26012.9,1,0,16.25,1670.1,75,1429.65,1911.55,1725,20,0,0,0,75,8.5,15,900
NIFTY,02-Dec-2025,24500,26012.9,3,0,0,1605,150,1610.85,1626.75,300,1730,762,0,10.35,375,9.85,10.3,300
NIFTY,02-Dec-2025,24550,26012.9,1,0,15.23,1570.05,3450,1338.05,1807.4,1725,30,1,0,11.9,150,9.8,11,150
NIFTY,02-Dec-2025,24600,26012.9,1,0,14.89,1520.5,150,1506,1533.1,150,513,144,0,10.6,75,10.2,11.45,75
NIFTY,02-Dec-2025,24650,26012.9,1,0,14.76,1471.6,1725,1232.6,1667.35,1725,43,-33,0,11,900,9.35,16.6,900
NIFTY,02-Dec-2025,24700,26012.9,1,0,0,1425.8,150,1404.65,1619.05,1725,705,-141,0,11.55,300,11.4,12.95,2400
NIFTY,02-Dec-2025,24750,26012.9,0,0,0,1369.2,1725,1141.45,1574.8,1725,81,0,0,0,1800,10.65,17.9,1725
