symbol,expiryDate,strikePrice,underlying,CE_OI,CE_CHGOI,CE_IV,CE_LTP,CE_BIDQTY,CE_BID,CE_ASK,CE_ASKQTY,PE_OI,PE_CHGOI,PE_IV,PE_LTP,PE_BIDQTY,PE_BID,PE_ASK,PE_ASKQTY
NIFTY,02-Dec-2025,23750,25797.1,0,0,0,0,75,2181.7,2245.2,75,71,0,0,0,600,6.35,11.3,375
NIFTY,02-Dec-2025,23800,25797.1,0,0,0,0,75,2126.55,2188.65,75,283,0,18.95,11,75,8.85,10.45,300
NIFTY,02-Dec-2025,23850,25797.1,0,0,0,0,75,2084.3,2145.45,75,15,0,0,0,75,6.05,14.95,75
NIFTY,02-Dec-2025,23900,25797.1,0,0,0,0,75,2035.6,2095.65,75,0,0,0,0,300,8.8,11.35,600
NIFTY,02-Dec-2025,23950,25797.1,0,0,0,0,75,1980.5,2039.1,75,0,0,0,0,75,7.6,17.95,75
NIFTY,02-Dec-2025,24000,25797.1,0,0,0,0,75,1938.25,1995.95,75,578,1,17.55,10.2,300,9.95,10.95,375
NIFTY,02-Dec-2025,24050,25797.1,0,0,0,0,75,1883.45,1939.7,75,128,0,0,0,300,9.55,15,900
NIFTY,02-Dec-2025,24100,25797.1,0,0,0,0,75,1841.15,1896.5,75,248,0,16.82,11.9,600,10.9,13.85,600
NIFTY,02-Dec-2025,24150,25797.1,0,0,0,0,75,1786.05,1840,75,0,0,0,0,75,9.95,15.4,900
NIFTY,02-Dec-2025,24200,25797.1,0,0,0,0,75,1744.05,1797.05,75,127,-7,16.12,12.3,600,12.4,13.9,375
NIFTY,02-Dec-2025,24250,25797.1,0,0,0,0,75,1695.55,1747.35,75,2,0,0,0,150,11.65,15.5,300
NIFTY,02-Dec-2025,24300,25797.1,0,0,0,0,75,1640.45,1690.9,75,175,1,15.79,15,300,13.8,14.9,225
NIFTY,02-Dec-2025,24350,25797.1,0,0,0,0,75,1598.6,1648.05,75,0,0,0,0,75,13,20.05,900
NIFTY,02-Dec-2025,24400,25797.1,0,0,0,0,75,1543.7,1591.8,75,234,13,15.14,16.15,675,15.25,16.15,225
NIFTY,02-Dec-2025,24450,25797.1,0,0,0,0,75,1502,1563.6,75,13,0,0,0,75,14.8,19.5,900
NIFTY,02-Dec-2025,24500,25797.1,0,0,0,0,225,1468,1486,225,1118,-80,14.78,18.05,75,18.05,18.5,150
NIFTY,02-Dec-2025,24550,25797.1,0,0,0,0,75,1405.8,1450.4,75,0,0,0,0,900,17.15,21.35,75
NIFTY,02-Dec-2025,24600,25797.1,0,0,0,0,75,1357.9,1401.3,75,623,2,14.15,20.2,600,19.85,20.8,225
NIFTY,02-Dec-2025,24650,25797.1,0,0,0,0,75,1304.1,1346,75,59,1,14.28,23.5,150,19.75,24.7,150
NIFTY,02-Dec-2025,24700,25797.1,0,0,0,0,75,1262.9,1303.65,75,506,-8,13.68,23.2,375,23.2,24.55,75
NIFTY,02-Dec-2025,24750,25797.1,0,0,0,0,75,1209.65,1248.75,75,79,-8,13.65,25.65,300,23.25,27.4,300
NIFTY,02-Dec-2025,24800,25797.1,0,0,0,0,75,1168.95,1207.05,75,396,49,13.44,28.55,75,27.25,28.35,75
NIFTY,02-Dec-2025,24850,25797.1,0,0,0,0,75,1116.2,1152.9,75,80,3,13.18,29.5,150,27.95,32.65,150
NIFTY,02-Dec-2025,24900,25797.1,0,0,0,0,75,1076.15,1111.6,75,494,3,13,32.3,75,32.25,33.1,225
NIFTY,02-Dec-2025,24950,25797.1,0,0,0,0,75,1030.2,1064.35,75,84,0,0,0,75,33.85,38.05,75
NIFTY,02-Dec-2025,25000,25797.1,8,0,0,0,75,994.05,1008,300,1607,130,12.84,40.35,225,39.75,40.35,75
NIFTY,02-Dec-2025,25050,25797.1,0,0,0,0,75,939.5,971,75,135,-7,12.62,43.05,75,42.4,44.35,75
NIFTY,02-Dec-2025,25100,25797.1,110,0,0,0,750,900.6,920.2,75,316,18,12.38,46.8,75,46.9,47.55,75
NIFTY,02-Dec-2025,25150,25797.1,0,0,0,0,75,850.25,879.15,75,61,0,0,0,75,50.7,58.3,1875
NIFTY,02-Dec-2025,25200,25797.1,186,0,15.28,839.5,75,814.9,823.9,75,729,-22,11.99,56.85,75,56.8,57.45,75
NIFTY,02-Dec-2025,25250,25797.1,12,0,0,0,375,761.7,796.15,75,92,3,11.44,64.8,75,62.65,64.15,75
NIFTY,02-Dec-2025,25300,25797.1,110,1,14.64,751.35,75,727,734.95,75,806,16,11.74,69.15,150,69.45,70.15,75
NIFTY,02-Dec-2025,25350,25797.1,32,-1,14.88,718.6,75,688.2,697,150,103,-3,11.67,78.6,75,76.55,78.55,150
NIFTY,02-Dec-2025,25400,25797.1,110,-1,13.93,650.05,75,646.95,650,75,370,-15,11.51,85.75,75,85.15,86.25,525
