symbol,expiryDate,strikePrice,underlying,CE_OI,CE_CHGOI,CE_IV,CE_LTP,CE_BIDQTY,CE_BID,CE_ASK,CE_ASKQTY,PE_OI,PE_CHGOI,PE_IV,PE_LTP,PE_BIDQTY,PE_BID,PE_ASK,PE_ASKQTY
NIFTY,02-Dec-2025,23750,25940.15,1,0,0,0,75,2235.65,2292.65,75,235,36,20.84,3.75,75,3.6,3.9,150
NIFTY,02-Dec-2025,23800,25940.15,1,0,0,0,75,2186.4,2242.45,75,604,-16,20.65,4,225,3.85,4.65,750
NIFTY,02-Dec-2025,23850,25940.15,0,0,0,0,75,2137.25,2193.05,75,14,2,20.14,4.35,600,3.7,5,900
NIFTY,02-Dec-2025,23900,25940.15,1,0,0,0,75,2088.75,2143.05,75,11,5,19.87,4.6,75,4.1,5.3,600
NIFTY,02-Dec-2025,23950,25940.15,0,0,0,0,75,2039.2,2092.3,75,0,0,0,0,900,4.05,6.3,300
NIFTY,02-Dec-2025,24000,25940.15,42,40,0,2025,75,2000.55,2018.95,225,1053,75,19.17,5.35,75,4.95,5.3,150
NIFTY,02-Dec-2025,24050,25940.15,0,0,0,0,75,1940.95,1992.5,75,172,4,18.93,6.2,75,5,6.1,525
NIFTY,02-Dec-2025,24100,25940.15,1,0,0,0,75,1891.15,1940.95,75,379,73,18.73,5.65,150,5.3,6.15,75
NIFTY,02-Dec-2025,24150,25940.15,1,0,0,0,75,1843.3,1893.1,75,0,0,18.89,7,75,4.65,7.25,600
NIFTY,02-Dec-2025,24200,25940.15,1,0,17.63,1843.85,75,1800.8,1842.35,75,274,1,18.16,6.3,900,5.6,6.35,75
NIFTY,02-Dec-2025,24250,25940.15,1,0,0,0,75,1745.1,1792.95,75,10,-3,18.01,7,750,5.75,7.55,600
NIFTY,02-Dec-2025,24300,25940.15,2,0,0,0,75,1696.05,1742.85,75,390,47,17.64,6.7,300,6.7,6.85,75
NIFTY,02-Dec-2025,24350,25940.15,0,0,0,0,75,1632.6,1693.55,75,12,0,0,0,75,6.85,9.05,900
